equipamento;logradouro;horainicio;horafinal;quant000-009;porcentagem000-009;quant010-019;porcentagem010-019;quant020-029;porcentagem020-029;quant030-039;porcentagem030-039;quant040-049;porcentagem040-049;quant050-059;porcentagem050-059;quant060-069;porcentagem060-069;quant070-079;porcentagem070-079;quant080-089;porcentagem080-089;quant090-099;porcentagem090-099;quant100-200;porcentagem100-200;quanttotal;porcentagemtotal
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;00:00;01:00;1;0,07;17;0,18;220;0,47;788;0,3;3037;0,91;3656;4,1;840;13,42;335;19,03;155;18,19;64;17,25;56;20,66;9169;1,22
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;01:00;02:00;3;0,22;20;0,21;179;0,38;617;0,24;1752;0,52;2258;2,53;666;10,64;297;16,88;171;20,07;77;20,75;59;21,77;6099;0,81
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;02:00;03:00;1;0,07;10;0,1;106;0,23;513;0,2;1234;0,37;1544;1,73;542;8,66;317;18,01;169;19,84;70;18,87;60;22,14;4566;0,61
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;03:00;04:00;1;0,07;3;0,03;30;0,06;265;0,1;1263;0,38;1500;1,68;538;8,6;277;15,74;167;19,6;86;23,18;46;16,97;4176;0,56
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;04:00;05:00;0;0;6;0,06;44;0,09;411;0,16;1718;0,51;2084;2,34;516;8,25;231;13,13;114;13,38;54;14,56;28;10,33;5206;0,69
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;05:00;06:00;0;0;13;0,14;34;0,07;636;0,25;5689;1,7;5224;5,86;475;7,59;58;3,3;20;2,35;6;1,62;5;1,85;12160;1,62
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;06:00;07:00;3;0,22;28;0,29;106;0,23;3276;1,26;19008;5,69;8684;9,74;329;5,26;18;1,02;0;0;1;0,27;0;0;31453;4,19
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;07:00;08:00;119;8,89;878;9,16;2409;5,12;12715;4,91;22558;6,75;6140;6,89;171;2,73;6;0,34;1;0,12;0;0;0;0;44997;6
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;08:00;09:00;93;6,95;788;8,22;2862;6,09;15146;5,85;21607;6,46;4888;5,48;144;2,3;2;0,11;0;0;0;0;1;0,37;45531;6,07
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;09:00;10:00;46;3,44;347;3,62;2008;4,27;15582;6,02;21248;6,36;4564;5,12;135;2,16;5;0,28;0;0;1;0,27;0;0;43936;5,86
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;10:00;11:00;42;3,14;304;3,17;1903;4,05;15689;6,06;20965;6,27;3992;4,48;100;1,6;6;0,34;0;0;0;0;1;0,37;43002;5,73
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;11:00;12:00;19;1,42;224;2,34;1335;2,84;13630;5,26;21294;6,37;4658;5,22;136;2,17;5;0,28;1;0,12;0;0;0;0;41302;5,51
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;12:00;13:00;18;1,35;141;1,47;958;2,04;10995;4,24;22987;6,88;5722;6,42;183;2,92;4;0,23;0;0;0;0;1;0,37;41009;5,47
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;13:00;14:00;21;1,57;145;1,51;1051;2,23;11125;4,29;23461;7,02;5895;6,61;176;2,81;15;0,85;1;0,12;0;0;0;0;41890;5,59
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;14:00;15:00;29;2,17;173;1,8;1501;3,19;15758;6,08;23314;6,97;4463;5;122;1,95;4;0,23;0;0;1;0,27;0;0;45365;6,05
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;15:00;16:00;35;2,62;266;2,77;2075;4,41;17343;6,7;20441;6,11;3561;3,99;105;1,68;6;0,34;1;0,12;0;0;0;0;43833;5,84
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;16:00;17:00;70;5,23;582;6,07;3275;6,96;19128;7,38;18304;5,47;2823;3,17;84;1,34;2;0,11;0;0;0;0;0;0;44268;5,9
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;17:00;18:00;114;8,52;1102;11,5;6028;12,82;22446;8,67;14352;4,29;1930;2,16;49;0,78;3;0,17;3;0,35;0;0;1;0,37;46028;6,14
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;18:00;19:00;173;12,93;1505;15,7;6336;13,47;22593;8,72;13200;3,95;1672;1,88;36;0,58;1;0,06;0;0;0;0;1;0,37;45517;6,07
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;19:00;20:00;315;23,54;1340;13,98;4938;10,5;18631;7,19;13108;3,92;1742;1,95;44;0,7;1;0,06;0;0;1;0,27;0;0;40120;5,35
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;20:00;21:00;157;11,73;1027;10,71;5295;11,26;17796;6,87;11959;3,58;1682;1,89;57;0,91;4;0,23;1;0,12;0;0;0;0;37978;5,06
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;21:00;22:00;57;4,26;423;4,41;2862;6,09;13857;5,35;12451;3,72;2266;2,54;83;1,33;2;0,11;0;0;0;0;0;0;32001;4,27
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;22:00;23:00;18;1,35;215;2,24;1283;2,73;7991;3,08;11803;3,53;3812;4,27;251;4,01;34;1,93;12;1,41;3;0,81;4;1,48;25426;3,39
CTTU-4126 (3CG) do equipamento D23CG000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 - SENTIDO CENTRO;23:00;23:59;3;0,22;29;0,3;189;0,4;2097;0,81;7591;2,27;4413;4,95;475;7,59;127;7,22;36;4,23;7;1,89;8;2,95;14975;2
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;00:00;01:00;1;0,2;6;0,16;52;0,3;210;0,25;671;0,53;971;2,43;291;11,67;107;17,26;59;20;27;19,42;13;15,66;2408;0,88
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;01:00;02:00;2;0,4;17;0,45;59;0,35;132;0,16;389;0,31;560;1,4;191;7,66;124;20;57;19,32;32;23,02;15;18,07;1578;0,58
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;02:00;03:00;2;0,4;14;0,37;47;0,28;89;0,11;257;0,2;341;0,85;150;6,01;86;13,87;47;15,93;20;14,39;13;15,66;1066;0,39
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;03:00;04:00;1;0,2;7;0,19;27;0,16;83;0,1;262;0,21;412;1,03;202;8,1;97;15,65;43;14,58;23;16,55;15;18,07;1172;0,43
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;04:00;05:00;3;0,6;2;0,05;28;0,16;121;0,15;552;0,44;840;2,1;237;9,5;94;15,16;44;14,92;20;14,39;8;9,64;1949;0,71
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;05:00;06:00;0;0;13;0,35;48;0,28;276;0,33;1722;1,37;2133;5,33;219;8,78;22;3,55;10;3,39;4;2,88;3;3,61;4450;1,62
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;06:00;07:00;1;0,2;35;0,93;72;0,42;1045;1,25;6424;5,1;3670;9,18;112;4,49;2;0,32;0;0;0;0;2;2,41;11363;4,14
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;07:00;08:00;52;10,42;344;9,13;909;5,33;4229;5,07;8960;7,11;2853;7,13;74;2,97;3;0,48;1;0,34;0;0;1;1,2;17426;6,35
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;08:00;09:00;30;6,01;301;7,99;1115;6,54;5558;6,66;8894;7,06;2420;6,05;72;2,89;2;0,32;1;0,34;0;0;1;1,2;18394;6,71
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;09:00;10:00;13;2,61;177;4,7;844;4,95;5483;6,57;8016;6,36;2054;5,14;48;1,92;0;0;1;0,34;0;0;0;0;16636;6,06
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;10:00;11:00;14;2,81;123;3,27;772;4,53;5687;6,82;7871;6,25;1747;4,37;59;2,37;0;0;0;0;1;0,72;0;0;16274;5,93
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;11:00;12:00;7;1,4;114;3,03;550;3,23;4727;5,67;8432;6,69;2258;5,65;66;2,65;1;0,16;0;0;0;0;0;0;16155;5,89
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;12:00;13:00;4;0,8;70;1,86;386;2,26;4005;4,8;8916;7,08;2801;7;99;3,97;1;0,16;1;0,34;0;0;1;1,2;16284;5,94
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;13:00;14:00;6;1,2;45;1,19;316;1,85;3756;4,5;8831;7,01;2942;7,36;86;3,45;2;0,32;1;0,34;2;1,44;0;0;15987;5,83
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;14:00;15:00;6;1,2;38;1,01;411;2,41;5062;6,07;9473;7,52;2420;6,05;54;2,17;2;0,32;1;0,34;0;0;1;1,2;17468;6,37
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;15:00;16:00;5;1;97;2,58;668;3,92;5620;6,74;8327;6,61;2023;5,06;40;1,6;3;0,48;0;0;1;0,72;1;1,2;16785;6,12
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;16:00;17:00;21;4,21;182;4,83;1229;7,21;6423;7,7;7080;5,62;1488;3,72;30;1,2;2;0,32;1;0,34;1;0,72;1;1,2;16458;6
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;17:00;18:00;33;6,61;359;9,53;2197;12,88;7493;8,98;5794;4,6;983;2,46;20;0,8;1;0,16;0;0;0;0;1;1,2;16881;6,15
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;18:00;19:00;69;13,83;567;15,06;2100;12,31;7160;8,58;5782;4,59;1017;2,54;14;0,56;1;0,16;2;0,68;0;0;0;0;16712;6,09
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;19:00;20:00;132;26,45;587;15,59;1755;10,29;5232;6,27;5124;4,07;972;2,43;29;1,16;0;0;0;0;1;0,72;2;2,41;13834;5,04
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;20:00;21:00;59;11,82;413;10,97;1796;10,53;4711;5,65;4303;3,42;888;2,22;27;1,08;1;0,16;1;0,34;0;0;0;0;12199;4,45
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;21:00;22:00;34;6,81;177;4,7;1016;5,96;3487;4,18;3984;3,16;1051;2,63;32;1,28;1;0,16;0;0;2;1,44;0;0;9784;3,57
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;22:00;23:00;4;0,8;57;1,51;504;2,96;2209;2,65;3737;2,97;1568;3,92;128;5,13;9;1,45;7;2,37;1;0,72;1;1,2;8225;3
CTTU-4127 (3CH) do equipamento D23CH000;AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888 -;23:00;23:59;0;0;21;0,56;152;0,89;609;0,73;2146;1,7;1587;3,97;214;8,58;59;9,52;18;6,1;4;2,88;4;4,82;4814;1,75
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;00:00;01:00;1;0,07;20;0,3;92;0,33;421;0,23;2126;0,6;2607;3,03;843;12,8;405;15,24;164;13,84;70;14,55;44;13,17;6793;1
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;01:00;02:00;0;0;15;0,22;61;0,22;256;0,14;1084;0,3;1559;1,81;647;9,82;365;13,73;175;14,77;63;13,1;54;16,17;4279;0,63
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;02:00;03:00;1;0,07;9;0,13;55;0,2;145;0,08;663;0,19;992;1,15;508;7,71;315;11,85;154;13;65;13,51;44;13,17;2951;0,44
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;03:00;04:00;3;0,2;4;0,06;30;0,11;92;0,05;510;0,14;812;0,94;400;6,07;314;11,81;139;11,73;54;11,23;50;14,97;2408;0,36
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;04:00;05:00;0;0;5;0,07;24;0,09;91;0,05;636;0,18;1148;1,34;535;8,12;304;11,44;171;14,43;75;15,59;64;19,16;3053;0,45
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;05:00;06:00;4;0,27;8;0,12;35;0,12;260;0,14;2945;0,83;3906;4,54;578;8,77;249;9,37;122;10,3;45;9,36;21;6,29;8173;1,21
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;06:00;07:00;5;0,34;57;0,85;165;0,59;1689;0,9;17285;4,86;9148;10,64;187;2,84;13;0,49;3;0,25;2;0,42;1;0,3;28555;4,22
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;07:00;08:00;37;2,5;189;2,81;760;2,7;8289;4,43;29530;8,31;6331;7,37;111;1,68;2;0,08;0;0;1;0,21;1;0,3;45251;6,69
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;08:00;09:00;451;30,43;821;12,22;1389;4,94;9360;5,01;24761;6,97;5246;6,1;97;1,47;3;0,11;0;0;0;0;0;0;42128;6,23
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;09:00;10:00;301;20,31;913;13,59;1885;6,7;11660;6,24;22069;6,21;3954;4,6;86;1,31;3;0,11;1;0,08;0;0;0;0;40872;6,05
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;10:00;11:00;92;6,21;634;9,44;2703;9,6;13172;7,05;18550;5,22;3007;3,5;73;1,11;5;0,19;0;0;0;0;2;0,6;38238;5,66
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;11:00;12:00;65;4,39;455;6,77;2451;8,71;12370;6,62;18947;5,33;3169;3,69;59;0,9;4;0,15;0;0;0;0;0;0;37520;5,55
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;12:00;13:00;30;2,02;248;3,69;1660;5,9;10791;5,77;21809;6,14;4636;5,39;104;1,58;3;0,11;3;0,25;0;0;1;0,3;39285;5,81
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;13:00;14:00;29;1,96;220;3,27;1256;4,46;10868;5,81;23448;6,6;4593;5,34;94;1,43;4;0,15;0;0;0;0;1;0,3;40513;5,99
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;14:00;15:00;48;3,24;301;4,48;1567;5,57;13957;7,46;23351;6,57;3618;4,21;74;1,12;4;0,15;1;0,08;1;0,21;0;0;42922;6,35
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;15:00;16:00;152;10,26;481;7,16;1889;6,71;14346;7,67;21868;6,15;3287;3,82;59;0,9;3;0,11;1;0,08;0;0;0;0;42086;6,23
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;16:00;17:00;91;6,14;644;9,59;2683;9,53;14721;7,87;19593;5,51;2763;3,21;56;0,85;4;0,15;1;0,08;0;0;0;0;40556;6
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;17:00;18:00;76;5,13;782;11,64;2888;10,26;15725;8,41;18544;5,22;2608;3,03;38;0,58;1;0,04;0;0;1;0,21;1;0,3;40664;6,02
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;18:00;19:00;23;1,55;261;3,89;1799;6,39;14723;7,87;21329;6;2869;3,34;52;0,79;2;0,08;0;0;1;0,21;0;0;41059;6,07
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;19:00;20:00;24;1,62;160;2,38;1074;3,82;10822;5,79;19263;5,42;3534;4,11;63;0,96;2;0,08;1;0,08;0;0;0;0;34943;5,17
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;20:00;21:00;16;1,08;198;2,95;1488;5,29;10066;5,38;15984;4,5;3169;3,69;74;1,12;5;0,19;1;0,08;3;0,62;0;0;31004;4,59
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;21:00;22:00;24;1,62;202;3,01;1408;5;7664;4,1;13857;3,9;3358;3,91;107;1,62;7;0,26;3;0,25;0;0;1;0,3;26631;3,94
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;22:00;23:00;7;0,47;65;0,97;603;2,14;4334;2,32;11686;3,29;5074;5,9;695;10,55;197;7,41;73;6,16;23;4,78;15;4,49;22772;3,37
CTTU-4128 (3CI) do equipamento D23CI000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM - SENTIDO CENTRO;23:00;23:59;2;0,13;26;0,39;179;0,64;1147;0,61;5630;1,58;4565;5,31;1048;15,91;444;16,7;172;14,51;77;16,01;34;10,18;13324;1,97
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;00:00;01:00;0;0;6;0,22;42;0,42;179;0,21;937;0,41;1410;1,75;487;10,29;225;16,47;85;14,76;39;17,89;26;16,05;3436;0,83
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;01:00;02:00;0;0;4;0,15;26;0,26;113;0,14;510;0,22;758;0,94;323;6,83;170;12,45;63;10,94;31;14,22;21;12,96;2019;0,49
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;02:00;03:00;0;0;2;0,07;19;0,19;78;0,09;255;0,11;444;0,55;230;4,86;105;7,69;51;8,85;24;11,01;20;12,35;1228;0,3
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;03:00;04:00;0;0;3;0,11;15;0,15;41;0,05;184;0,08;287;0,36;178;3,76;104;7,61;45;7,81;24;11,01;16;9,88;897;0,22
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;04:00;05:00;0;0;2;0,07;10;0,1;36;0,04;194;0,08;312;0,39;163;3,44;106;7,76;65;11,28;36;16,51;18;11,11;942;0,23
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;05:00;06:00;0;0;5;0,18;13;0,13;90;0,11;981;0,42;1838;2,28;372;7,86;131;9,59;62;10,76;18;8,26;11;6,79;3521;0,85
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;06:00;07:00;0;0;8;0,29;38;0,38;487;0,58;7479;3,24;7409;9,2;205;4,33;9;0,66;3;0,52;1;0,46;0;0;15639;3,77
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;07:00;08:00;6;1,19;61;2,23;253;2,5;2964;3,55;16483;7,14;6360;7,9;149;3,15;15;1,1;2;0,35;0;0;1;0,62;26294;6,33
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;08:00;09:00;123;24,45;489;17,87;753;7,44;3870;4,64;15471;6,7;5156;6,4;124;2,62;6;0,44;1;0,17;0;0;0;0;25993;6,26
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;09:00;10:00;82;16,3;378;13,81;835;8,26;5002;5,99;14617;6,33;4296;5,34;103;2,18;5;0,37;1;0,17;0;0;0;0;25319;6,1
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;10:00;11:00;20;3,98;149;5,44;919;9,09;6217;7,45;13803;5,98;3472;4,31;80;1,69;7;0,51;1;0,17;0;0;0;0;24668;5,94
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;11:00;12:00;8;1,59;106;3,87;722;7,14;5812;6,96;13713;5,94;3832;4,76;97;2,05;4;0,29;1;0,17;0;0;0;0;24295;5,85
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;12:00;13:00;7;1,39;66;2,41;502;4,96;4761;5,7;14012;6,07;4705;5,84;106;2,24;6;0,44;4;0,69;0;0;0;0;24169;5,82
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;13:00;14:00;10;1,99;69;2,52;462;4,57;5045;6,05;14540;6,29;4348;5,4;94;1,99;7;0,51;1;0,17;0;0;0;0;24576;5,92
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;14:00;15:00;21;4,17;98;3,58;592;5,85;6343;7,6;15373;6,66;3621;4,5;74;1,56;3;0,22;1;0,17;0;0;1;0,62;26127;6,29
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;15:00;16:00;65;12,92;262;9,57;663;6,55;6346;7,6;15390;6,66;3845;4,78;60;1,27;4;0,29;4;0,69;0;0;0;0;26639;6,41
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;16:00;17:00;69;13,72;319;11,66;967;9,56;6890;8,26;15381;6,66;3666;4,55;63;1,33;13;0,95;3;0,52;1;0,46;0;0;27372;6,59
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;17:00;18:00;64;12,72;370;13,52;1113;11;7048;8,45;14987;6,49;3552;4,41;83;1,75;3;0,22;0;0;0;0;0;0;27220;6,55
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;18:00;19:00;5;0,99;72;2,63;512;5,06;6406;7,68;14704;6,37;3590;4,46;75;1,58;4;0,29;1;0,17;0;0;0;0;25369;6,11
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;19:00;20:00;0;0;19;0,69;265;2,62;4960;5,94;12900;5,58;3749;4,66;67;1,42;5;0,37;5;0,87;0;0;0;0;21970;5,29
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;20:00;21:00;6;1,19;76;2,78;475;4,7;4792;5,74;11116;4,81;3200;3,97;90;1,9;2;0,15;0;0;0;0;0;0;19757;4,76
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;21:00;22:00;14;2,78;135;4,93;609;6,02;3465;4,15;8524;3,69;3353;4,16;124;2,62;6;0,44;1;0,17;0;0;1;0,62;16232;3,91
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;22:00;23:00;3;0,6;33;1,21;259;2,56;2005;2,4;6749;2,92;4334;5,38;636;13,44;174;12,74;67;11,63;14;6,42;12;7,41;14286;3,44
