equipamento;logradouro;horainicio;horafinal;quant000-009;porcentagem000-009;quant010-019;porcentagem010-019;quant020-029;porcentagem020-029;quant030-039;porcentagem030-039;quant040-049;porcentagem040-049;quant050-059;porcentagem050-059;quant060-069;porcentagem060-069;quant070-079;porcentagem070-079;quant080-089;porcentagem080-089;quant090-099;porcentagem090-099;quant100-200;porcentagem100-200;quanttotal;porcentagemtotal
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;05:00;06:00;11;1,92;13;1,46;50;1,17;631;0,86;3847;1,73;3457;4,42;559;9,37;191;10,13;75;9,73;32;13,5;10;11,49;8876;2,28
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;06:00;07:00;21;3,66;39;4,37;160;3,74;3954;5,38;13828;6,22;4599;5,88;161;2,7;15;0,8;6;0,78;4;1,69;0;0;22787;5,86
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;07:00;08:00;25;4,36;50;5,61;343;8,02;7247;9,86;18085;8,13;4482;5,73;117;1,96;19;1,01;4;0,52;0;0;0;0;30372;7,81
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;08:00;09:00;13;2,27;28;3,14;238;5,56;5679;7,73;16893;7,6;4841;6,19;119;1,99;8;0,42;2;0,26;0;0;0;0;27821;7,16
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;09:00;10:00;11;1,92;16;1,79;157;3,67;3797;5,17;14262;6,41;4564;5,84;118;1,98;8;0,42;0;0;0;0;0;0;22933;5,9
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;10:00;11:00;6;1,05;28;3,14;134;3,13;3068;4,17;12734;5,73;4520;5,78;133;2,23;12;0,64;0;0;0;0;1;1,15;20636;5,31
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;11:00;12:00;7;1,22;24;2,69;97;2,27;2353;3,2;10475;4,71;4067;5,2;115;1,93;11;0,58;3;0,39;0;0;0;0;17152;4,41
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;12:00;13:00;12;2,09;15;1,68;94;2,2;2196;2,99;10526;4,73;4387;5,61;157;2,63;11;0,58;3;0,39;0;0;0;0;17401;4,48
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;13:00;14:00;12;2,09;14;1,57;82;1,92;2447;3,33;11681;5,25;4635;5,93;157;2,63;10;0,53;5;0,65;0;0;0;0;19043;4,9
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;14:00;15:00;9;1,57;14;1,57;134;3,13;3295;4,48;12994;5,84;4586;5,86;157;2,63;8;0,42;2;0,26;0;0;0;0;21199;5,45
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;15:00;16:00;32;5,58;80;8,97;364;8,51;4780;6,5;13252;5,96;4158;5,32;130;2,18;12;0,64;2;0,26;0;0;2;2,3;22812;5,87
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;16:00;17:00;37;6,46;35;3,92;444;10,38;6313;8,59;14185;6,38;3738;4,78;129;2,16;17;0,9;0;0;0;0;0;0;24898;6,41
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;17:00;18:00;227;39,62;332;37,22;680;15,89;7735;10,52;14793;6,65;3450;4,41;121;2,03;8;0,42;2;0,26;0;0;0;0;27348;7,04
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;18:00;19:00;70;12,22;105;11,77;675;15,77;9076;12,35;15139;6,81;2872;3,67;86;1,44;6;0,32;1;0,13;0;0;0;0;28030;7,21
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;19:00;20:00;38;6,63;31;3,48;292;6,82;5133;6,98;12066;5,43;3008;3,85;71;1,19;9;0,48;1;0,13;0;0;0;0;20649;5,31
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;20:00;21:00;10;1,75;13;1,46;104;2,43;2445;3,33;9538;4,29;3247;4,15;115;1,93;6;0,32;0;0;0;0;0;0;15478;3,98
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;21:00;22:00;11;1,92;13;1,46;100;2,34;1781;2,42;8120;3,65;3355;4,29;107;1,79;9;0,48;1;0,13;0;0;0;0;13497;3,47
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;22:00;23:00;10;1,75;20;2,24;54;1,26;817;1,11;5281;2,38;3887;4,97;659;11,05;158;8,38;63;8,17;16;6,75;3;3,45;10968;2,82
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;23:00;23:59;7;1,22;2;0,22;21;0,49;348;0,47;2082;0,94;2181;2,79;576;9,66;193;10,23;74;9,6;27;11,39;6;6,9;5517;1,42
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;00:00;01:00;0;0;2;0,03;3;0,02;119;0,14;1188;0,36;2401;1,39;1052;8,72;473;13,4;253;15,02;75;12,82;38;12,62;5604;0,89
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;01:00;02:00;0;0;3;0,04;7;0,05;64;0,07;663;0,2;1427;0,83;671;5,56;371;10,51;247;14,67;96;16,41;40;13,29;3589;0,57
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;02:00;03:00;0;0;0;0;10;0,07;56;0,06;485;0,15;941;0,55;588;4,87;363;10,28;184;10,93;79;13,5;29;9,63;2735;0,43
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;03:00;04:00;0;0;1;0,01;3;0,02;58;0,07;387;0,12;973;0,56;551;4,57;334;9,46;228;13,54;83;14,19;49;16,28;2667;0,42
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;04:00;05:00;3;0,16;2;0,03;8;0,06;139;0,16;1103;0,34;2109;1,22;958;7,94;477;13,51;239;14,19;81;13,85;48;15,95;5167;0,82
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;05:00;06:00;2;0,11;20;0,29;65;0,47;417;0,48;4708;1,43;7414;4,3;1127;9,34;314;8,9;112;6,65;48;8,21;25;8,31;14252;2,26
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;06:00;07:00;18;0,95;73;1,07;204;1,46;2248;2,58;16519;5,02;11199;6,5;354;2,93;28;0,79;5;0,3;1;0,17;0;0;30649;4,87
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;07:00;08:00;15;0,79;125;1,82;384;2,75;3878;4,45;20953;6,37;10860;6,3;331;2,74;26;0,74;3;0,18;0;0;1;0,33;36576;5,81
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;08:00;09:00;27;1,42;190;2,77;414;2,96;4297;4,93;20696;6,29;10085;5,85;286;2,37;22;0,62;1;0,06;0;0;1;0,33;36019;5,72
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;09:00;10:00;36;1,89;120;1,75;628;4,49;5253;6,03;21423;6,51;9735;5,65;279;2,31;14;0,4;3;0,18;3;0,51;0;0;37494;5,96
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;10:00;11:00;37;1,95;240;3,5;947;6,78;6115;7,02;21352;6,49;9230;5,36;293;2,43;21;0,59;4;0,24;0;0;1;0,33;38240;6,07
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;11:00;12:00;48;2,52;214;3,12;761;5,45;5976;6,86;23172;7,04;10224;5,93;324;2,69;16;0,45;8;0,48;2;0,34;3;1;40748;6,47
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;12:00;13:00;42;2,21;185;2,7;646;4,62;5288;6,07;22416;6,81;10555;6,12;317;2,63;22;0,62;5;0,3;2;0,34;2;0,66;39480;6,27
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;13:00;14:00;23;1,21;103;1,5;377;2,7;4273;4,9;19844;6,03;10233;5,94;318;2,64;19;0,54;2;0,12;2;0,34;1;0,33;35195;5,59
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;14:00;15:00;164;8,63;633;9,24;965;6,91;5189;5,95;20040;6,09;9177;5,32;273;2,26;31;0,88;4;0,24;2;0,34;1;0,33;36479;5,79
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;15:00;16:00;223;11,73;1012;14,77;1466;10,49;5845;6,71;19420;5,9;9140;5,3;305;2,53;30;0,85;3;0,18;1;0,17;0;0;37445;5,95
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;16:00;17:00;182;9,57;791;11,55;1538;11,01;6674;7,66;20604;6,26;8352;4,85;230;1,91;22;0,62;4;0,24;3;0,51;5;1,66;38405;6,1
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;17:00;18:00;533;28,04;1587;23,17;2105;15,06;8950;10,27;20325;6,18;6672;3,87;220;1,82;18;0,51;7;0,42;1;0,17;1;0,33;40419;6,42
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;18:00;19:00;405;21,3;1156;16,88;2657;19,01;11502;13,2;18996;5,77;5384;3,12;175;1,45;10;0,28;5;0,3;3;0,51;1;0,33;40294;6,4
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;19:00;20:00;115;6,05;314;4,58;523;3,74;5280;6,06;18181;5,52;7353;4,27;219;1,82;16;0,45;5;0,3;2;0,34;0;0;32008;5,08
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;20:00;21:00;7;0,37;34;0,5;113;0,81;2576;2,96;14182;4,31;8334;4,84;277;2,3;59;1,67;13;0,77;11;1,88;10;3,32;25616;4,07
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;21:00;22:00;7;0,37;17;0,25;76;0,54;1753;2,01;11875;3,61;7604;4,41;315;2,61;32;0,91;8;0,48;4;0,68;1;0,33;21692;3,45
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;22:00;23:00;10;0,53;24;0,35;61;0,44;886;1,02;7475;2,27;8052;4,67;1269;10,52;321;9,09;132;7,84;26;4,44;13;4,32;18269;2,9
CTTU-4146 (3DA) do equipamento D23DA000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;23:00;23:59;4;0,21;4;0,06;14;0,1;313;0,36;3106;0,94;4896;2,84;1332;11,04;491;13,91;209;12,41;60;10,26;31;10,3;10460;1,66
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;00:00;01:00;6;0,8;29;0,43;132;0,48;2360;1,09;7593;1,83;4390;3,59;970;11,13;251;14,19;85;15,12;30;19,23;10;8,55;15856;1,99
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;01:00;02:00;3;0,4;15;0,22;103;0,37;2164;1;6579;1,59;3586;2,93;729;8,36;205;11,59;71;12,63;25;16,03;15;12,82;13495;1,69
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;02:00;03:00;2;0,27;9;0,13;77;0,28;1831;0,85;5442;1,31;2856;2,33;633;7,26;226;12,78;71;12,63;16;10,26;10;8,55;11173;1,4
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;03:00;04:00;2;0,27;13;0,19;68;0,25;988;0,46;3310;0,8;2103;1,72;617;7,08;214;12,1;89;15,84;23;14,74;15;12,82;7442;0,93
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;04:00;05:00;28;3,72;17;0,25;123;0,45;2097;0,97;7684;1,85;4882;3,99;1117;12,82;236;13,34;84;14,95;21;13,46;6;5,13;16295;2,04
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;05:00;06:00;18;2,39;58;0,86;179;0,65;3376;1,57;13065;3,15;6842;5,59;765;8,78;117;6,61;36;6,41;11;7,05;8;6,84;24475;3,06
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;06:00;07:00;12;1,6;88;1,3;331;1,2;4901;2,27;17068;4,12;6561;5,36;181;2,08;16;0,9;4;0,71;0;0;1;0,85;29163;3,65
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;07:00;08:00;19;2,53;142;2,11;416;1,51;7624;3,53;21930;5,29;6941;5,67;173;1,99;14;0,79;1;0,18;0;0;3;2,56;37263;4,67
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;08:00;09:00;23;3,06;189;2,8;761;2,76;10010;4,64;22889;5,53;6213;5,08;132;1,51;10;0,57;1;0,18;0;0;2;1,71;40230;5,04
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;09:00;10:00;11;1,46;133;1,97;1055;3,82;12214;5,66;23805;5,75;5670;4,63;129;1,48;9;0,51;3;0,53;0;0;3;2,56;43032;5,39
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;10:00;11:00;19;2,53;208;3,08;1479;5,36;13132;6,09;23732;5,73;5489;4,48;141;1,62;7;0,4;3;0,53;0;0;3;2,56;44213;5,54
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;11:00;12:00;16;2,13;221;3,28;1407;5,1;13613;6,31;24723;5,97;5585;4,56;130;1,49;12;0,68;1;0,18;0;0;4;3,42;45712;5,72
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;12:00;13:00;25;3,32;196;2,91;1286;4,66;12892;5,98;24758;5,98;6016;4,91;159;1,82;13;0,73;0;0;0;0;5;4,27;45350;5,68
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;13:00;14:00;19;2,53;135;2;743;2,69;10581;4,91;23305;5,63;6140;5,02;157;1,8;14;0,79;1;0,18;0;0;2;1,71;41097;5,15
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;14:00;15:00;45;5,98;474;7,03;2030;7,35;13535;6,28;23534;5,68;5511;4,5;145;1,66;13;0,73;2;0,36;1;0,64;3;2,56;45293;5,67
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;15:00;16:00;60;7,98;631;9,36;2627;9,52;13147;6,1;22270;5,38;5371;4,39;118;1,35;6;0,34;3;0,53;1;0,64;1;0,85;44235;5,54
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;16:00;17:00;43;5,72;537;7,96;2533;9,18;14139;6,56;22219;5,36;5243;4,28;131;1,5;11;0,62;2;0,36;1;0,64;3;2,56;44862;5,62
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;17:00;18:00;111;14,76;1319;19,56;4137;14,99;16624;7,71;21092;5,09;4429;3,62;114;1,31;9;0,51;1;0,18;0;0;5;4,27;47841;5,99
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;18:00;19:00;209;27,79;1638;24,28;4833;17,51;19734;9,15;19619;4,74;3575;2,92;95;1,09;8;0,45;2;0,36;1;0,64;0;0;49714;6,22
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;19:00;20:00;51;6,78;442;6,55;1451;5,26;12028;5,58;18720;4,52;4411;3,6;83;0,95;6;0,34;3;0,53;1;0,64;4;3,42;37200;4,66
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;20:00;21:00;12;1,6;101;1,5;547;1,98;7819;3,63;17279;4,17;5071;4,14;156;1,79;18;1,02;7;1,25;3;1,92;3;2,56;31016;3,88
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;21:00;22:00;8;1,06;57;0,85;531;1,92;8248;3,82;15948;3,85;4511;3,69;159;1,82;17;0,96;3;0,53;1;0,64;1;0,85;29484;3,69
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;22:00;23:00;5;0,66;72;1,07;531;1,92;8589;3,98;17133;4,14;5825;4,76;663;7,61;125;7,07;28;4,98;7;4,49;4;3,42;32982;4,13
CTTU-4147 (3DB) do equipamento D23DB000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. PRAZERES;23:00;23:59;5;0,66;21;0,31;223;0,81;4037;1,87;10554;2,55;5190;4,24;1018;11,68;212;11,98;61;10,85;14;8,97;6;5,13;21341;2,67
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;00:00;01:00;6;0,81;1;0,08;13;0,8;191;0,76;2057;1,03;2972;2,24;623;7,54;225;13,56;114;16,64;31;14,98;10;8,85;6243;1,68
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;01:00;02:00;3;0,4;6;0,49;14;0,86;190;0,76;1753;0,88;2559;1,93;587;7,1;231;13,92;101;14,74;14;6,76;4;3,54;5462;1,47
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;02:00;03:00;4;0,54;2;0,16;7;0,43;192;0,76;1622;0,81;2213;1,67;509;6,16;218;13,14;99;14,45;36;17,39;17;15,04;4919;1,32
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;03:00;04:00;7;0,94;2;0,16;7;0,43;130;0,52;1078;0,54;1519;1,14;491;5,94;186;11,21;90;13,14;43;20,77;19;16,81;3572;0,96
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;04:00;05:00;12;1,61;6;0,49;12;0,74;171;0,68;1890;0,95;3048;2,3;561;6,79;190;11,45;95;13,87;27;13,04;23;20,35;6035;1,62
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;05:00;06:00;18;2,42;18;1,47;32;1,98;308;1,23;4116;2,06;5021;3,78;453;5,48;99;5,97;41;5,99;11;5,31;6;5,31;10123;2,72
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;06:00;07:00;18;2,42;58;4,75;44;2,72;695;2,76;7576;3,8;6514;4,91;259;3,13;18;1,08;3;0,44;1;0,48;4;3,54;15190;4,09
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;07:00;08:00;41;5,51;99;8,11;239;14,75;1680;6,68;11450;5,74;6426;4,84;214;2,59;19;1,15;4;0,58;2;0,97;1;0,88;20175;5,43
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;08:00;09:00;84;11,29;132;10,81;180;11,11;1234;4,91;10339;5,19;6236;4,7;234;2,83;16;0,96;3;0,44;0;0;1;0,88;18459;4,97
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;09:00;10:00;139;18,68;183;14,99;160;9,88;1622;6,45;12115;6,08;6779;5,11;233;2,82;13;0,78;2;0,29;1;0,48;0;0;21247;5,72
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;10:00;11:00;32;4,3;80;6,55;89;5,49;1674;6,66;12500;6,27;6720;5,06;284;3,44;12;0,72;4;0,58;2;0,97;2;1,77;21399;5,76
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;11:00;12:00;38;5,11;55;4,5;59;3,64;1444;5,74;11869;5,95;6954;5,24;268;3,24;13;0,78;1;0,15;0;0;3;2,65;20704;5,57
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;12:00;13:00;35;4,7;77;6,31;100;6,17;1377;5,48;12000;6,02;7576;5,71;291;3,52;21;1,27;2;0,29;2;0,97;0;0;21481;5,78
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;13:00;14:00;42;5,65;81;6,63;101;6,23;1237;4,92;11595;5,82;8119;6,12;310;3,75;16;0,96;7;1,02;1;0,48;0;0;21509;5,79
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;14:00;15:00;50;6,72;61;5;71;4,38;1684;6,7;13661;6,85;8242;6,21;331;4;17;1,02;4;0,58;1;0,48;3;2,65;24125;6,49
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;15:00;16:00;40;5,38;66;5,41;84;5,19;1564;6,22;12597;6,32;7510;5,66;292;3,53;13;0,78;6;0,88;0;0;2;1,77;22174;5,97
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;16:00;17:00;35;4,7;74;6,06;91;5,62;1798;7,15;13622;6,83;7276;5,48;261;3,16;11;0,66;2;0,29;0;0;0;0;23170;6,23
CTTU-4148 (3DC) do equipamento D23DC000;AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA - SENT. CENTRO;17:00;18:00;53;7,12;82;6,72;73;4,51;1937;7,71;13897;6,97;7090;5,34;244;2,95;10;0,6;3;0,44;3;1,45;0;0;23392;6,29
